incident_number,opened_at,category,cmdb_ci,state,problem_id
INC1779859,2024-02-16 13:00:22,Software,GK POS,Closed Complete,
INC1779683,2024-02-16 13:11:32,Software,Skybot,Closed Complete,
INC1779706,2024-02-16 13:34:10,Software,,Closed Complete,
INC1779711,2024-02-16 13:41:37,Software,,Closed Complete,
INC1779728,2024-02-16 14:03:18,Software,,Closed Complete,
INC1779743,2024-02-16 14:20:46,Software,GK POS,Closed Complete,
INC1779752,2024-02-16 14:34:11,Software,,Closed Complete,
INC1779865,2024-02-16 16:21:18,Software,Store Point of Sale (POS),Closed Complete,
INC1779988,2024-02-17 06:56:59,Software,GK POS,Closed Complete,
INC1780050,2024-02-17 08:32:18,Software,GK POS,Closed Complete,
INC1780069,2024-02-17 08:55:52,Software,Skybot,Closed Complete,
INC1780106,2024-02-17 09:37:26,Software,POS Customer Service List (CSL),Closed Complete,
INC1780150,2024-02-17 11:11:27,Software,GK POS,Closed Complete,
INC1780138,2024-02-17 11:14:23,Software,Amazon Web Services (AWS),Closed Complete,
INC1780181,2024-02-17 12:44:23,Software,GK Launchpad,Closed Complete,
INC1780212,2024-02-17 14:12:29,Network,Phones - Voicemail,Closed Complete,
INC1780354,2024-02-18 08:40:42,Software,Amazon Web Services (AWS),Closed Complete,
INC1785001,2024-02-18 20:35:23,Software,,Closed Complete,
INC1785007,2024-02-18 20:37:38,Software,,Closed Complete,
INC1787184,2024-02-18 21:54:21,Software,,Closed Complete,
INC1788150,2024-02-18 22:26:37,Software,Hybris 1.2,Closed Complete,
INC1788166,2024-02-18 22:27:52,Software,Hybris 1.2,Closed Complete,
INC1788814,2024-02-18 22:51:29,Software,,Closed Complete,
INC1790958,2024-02-19 00:07:15,Software,,Closed Complete,
INC1796919,2024-02-19 02:46:51,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1796928,2024-02-19 02:47:02,Software,SAP ECC PRD RTP,Closed Complete,
INC1796934,2024-02-19 02:47:10,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1796987,2024-02-19 02:48:27,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1797109,2024-02-19 02:51:24,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1797197,2024-02-19 02:53:28,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1798599,2024-02-19 03:29:34,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1798791,2024-02-19 03:34:12,Software,GK POS,Closed Complete,
INC1798886,2024-02-19 03:36:35,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1802273,2024-02-19 05:19:27,Software,Zebra ZD420 Invoice Printer ,Closed Complete,
INC1802316,2024-02-19 06:53:16,Software,SAP Customer Activity Repository (CAR),Closed Complete,
INC1802322,2024-02-19 06:56:10,Software,SAP ECC PRD RTP,Closed Complete,
INC1802338,2024-02-19 07:00:17,Software,Hybris 1.2,Closed Complete,
INC1802342,2024-02-19 07:09:28,Software,SAP ECC PRD RTP,Closed Complete,
INC1802345,2024-02-19 07:11:59,Software,Hybris 1.2,Closed Complete,
INC1802355,2024-02-19 07:15:57,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1802362,2024-02-19 07:22:16,Software,SAP Hybris,Closed Complete,
INC1802381,2024-02-19 07:38:26,Software,SAP ECC PRD RTP,Closed Complete,
INC1802416,2024-02-19 07:56:08,Software,Hybris 1.2,Closed Complete,
INC1802421,2024-02-19 08:02:41,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1802446,2024-02-19 08:03:42,Software,GK POS,Closed Complete,
INC1802425,2024-02-19 08:07:08,Software,Hybris 1.2,Closed Complete,
INC1802435,2024-02-19 08:13:16,Software,Hybris 1.2,Closed Complete,
INC1802442,2024-02-19 08:17:22,Software,SAP OMS,Closed Complete,
INC1802475,2024-02-19 08:42:36,Network,,Closed Complete,
INC1802553,2024-02-19 09:42:36,Software,Request,Closed Complete,
INC1802570,2024-02-19 09:52:30,Network,Hybris 1.2,Closed Complete,
INC1802657,2024-02-19 11:19:09,Software,Amazon Web Services (AWS),Closed Complete,
INC1802925,2024-02-19 17:00:46,Software,GK POS,Closed Complete,
INC1802972,2024-02-19 20:37:50,Software,Amazon Web Services (AWS),Closed Complete,
INC1803012,2024-02-20 03:35:26,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1803013,2024-02-20 03:38:03,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1803014,2024-02-20 03:41:45,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1803015,2024-02-20 03:41:48,Software,GK POS,Closed Complete,
INC1803016,2024-02-20 03:43:19,Software,Hybris 1.2,Closed Complete,
INC1803017,2024-02-20 03:45:17,Software,GK POS,Closed Complete,
INC1803018,2024-02-20 03:46:20,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1803019,2024-02-20 03:48:42,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1803035,2024-02-20 05:24:53,Software,SAP ECC PRD RTP,Closed Complete,
INC1803038,2024-02-20 05:35:53,Software,SAP ECC PRD RTP,Closed Complete,
INC1803041,2024-02-20 05:42:29,Software,Hybris 1.2,Closed Complete,
INC1803043,2024-02-20 05:47:00,Software,SAP Customer Activity Repository (CAR),Closed Complete,
INC1803045,2024-02-20 05:49:34,Software,Hybris 1.2,Closed Complete,
INC1803048,2024-02-20 05:57:56,Software,Hybris 1.2,Closed Complete,
INC1803059,2024-02-20 06:08:21,Software,Hybris 1.2,Closed Complete,
INC1803061,2024-02-20 06:11:52,Software,SAP Customer Activity Repository (CAR),Closed Complete,
INC1803070,2024-02-20 06:15:46,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1803074,2024-02-20 06:25:36,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1803125,2024-02-20 07:12:47,Software,MicroStrategy,Closed Complete,
INC1803238,2024-02-20 08:21:23,Software,,Closed Complete,
INC1803241,2024-02-20 08:36:45,Network,AT&T AllAccess,Closed Complete,
INC1803274,2024-02-20 09:02:37,Software,Active Directory and DNS,Closed Complete,
INC1803396,2024-02-20 10:56:11,Software,Amazon Web Services (AWS),Closed Complete,
INC1803778,2024-02-20 18:20:43,Software,GK Launchpad,Closed Complete,
INC1803785,2024-02-20 19:56:09,Software,SAP OMS,Closed Complete,
INC1803786,2024-02-20 19:57:59,Software,SAP Hybris,Closed Complete,
INC1803847,2024-02-21 04:32:23,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1803848,2024-02-21 04:37:14,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1803849,2024-02-21 04:39:09,Software,GK POS,Closed Complete,
INC1803851,2024-02-21 04:41:54,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1803873,2024-02-21 06:02:12,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1803913,2024-02-21 06:56:40,Software,Hybris 1.2,Closed Complete,
INC1803914,2024-02-21 06:58:24,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1803917,2024-02-21 07:02:49,Software,SAP ECC PRD RTP,Closed Complete,
INC1803920,2024-02-21 07:04:25,Software,SAP ECC PRD RTP,Closed Complete,
INC1803921,2024-02-21 07:05:49,Software,SAP ECC PRD RTP,Closed Complete,
INC1804057,2024-02-21 08:48:37,Software,Request for Information,Closed Complete,
INC1804028,2024-02-21 08:53:13,Software,Virtual Machine,Closed Complete,
INC1804082,2024-02-21 09:56:02,Software,Skybot,Closed Complete,
INC1804138,2024-02-21 11:11:43,Software,Amazon Web Services (AWS),Closed Complete,
INC1804250,2024-02-21 13:56:21,Software,,Closed Complete,
INC1804323,2024-02-21 15:10:52,Software,Print Supervision,Closed Complete,
INC1804468,2024-02-22 03:01:47,Software,GK POS,Closed Complete,
INC1804469,2024-02-22 03:06:11,Software,GK POS,Closed Complete,
INC1804470,2024-02-22 03:10:06,Software,GK POS,Closed Complete,
INC1804596,2024-02-22 06:25:17,Software,Hybris 1.2,Closed Complete,
INC1804611,2024-02-22 06:49:46,Software,Hybris 1.2,Closed Complete,
INC1804612,2024-02-22 06:52:04,Software,SAP ECC PRD RTP,Closed Complete,
INC1804618,2024-02-22 06:56:17,Software,Hybris 1.2,Closed Complete,
INC1804796,2024-02-22 09:17:28,Software,POS: Alert Center,Closed Complete,
INC1804960,2024-02-22 11:10:28,Software,MVI (Miscellaneous Articles),Closed Complete,
INC1804919,2024-02-22 11:14:05,Software,Salesforce Field Service (FSL),Closed Complete,
INC1804973,2024-02-22 11:14:21,Software,GK POS,Closed Complete,
INC1804994,2024-02-22 12:04:03,Software,GK POS,Closed Complete,
INC1804967,2024-02-22 12:05:34,Software,,Closed Complete,
INC1805075,2024-02-22 13:54:48,Software,POS Customer Service List (CSL),Closed Complete,
INC1805202,2024-02-22 17:07:55,Software,GK POS,Closed Complete,
INC1805199,2024-02-22 17:10:30,Software,GK POS,Closed Complete,
INC1805203,2024-02-22 17:33:30,Software,Amazon Web Services (AWS),Closed Complete,
INC1805240,2024-02-22 20:31:20,Software,,Closed Complete,
INC1805273,2024-02-23 02:05:27,Software,GK POS,Closed Complete,
INC1805275,2024-02-23 02:07:52,Software,GK POS,Closed Complete,
INC1805332,2024-02-23 06:33:41,Software,Hybris 1.2,Closed Complete,
INC1805334,2024-02-23 06:33:45,Software,SAP CAR,Closed Complete,
INC1805336,2024-02-23 06:35:58,Software,Hybris 1.2,Closed Complete,
INC1805339,2024-02-23 06:38:21,Software,SAP OMS,Closed Complete,
INC1805342,2024-02-23 06:40:54,Software,SAP ECC PRD RTP,Closed Complete,
INC1805343,2024-02-23 06:40:56,Software,SAP ECC PRD RTP,Closed Complete,
INC1805345,2024-02-23 06:43:36,Network,SAP Fiori,Closed Complete,
INC1805411,2024-02-23 07:52:33,Network,Hybris 1.2,Closed Complete,
INC1805509,2024-02-23 09:34:19,Software,Amazon Web Services (AWS),Closed Complete,
INC1805564,2024-02-23 10:25:28,Software,Request,Closed Complete,
INC1805565,2024-02-23 10:25:29,Software,Request,Closed Complete,
INC1805635,2024-02-23 11:36:17,Software,Amazon Web Services (AWS),Closed Complete,
INC1805725,2024-02-23 13:19:43,Software,Amazon Web Services (AWS),Closed Complete,
INC1805775,2024-02-23 14:12:02,Software,,Closed Complete,
INC1805838,2024-02-23 15:34:34,Software,POS: Alert Center,Closed Complete,
INC1805875,2024-02-23 16:37:39,Software,,Closed Complete,
INC1805905,2024-02-23 17:56:33,Software,POS: Transaction Detail,Closed Complete,
INC1805910,2024-02-23 18:09:17,Software,GK POS,Closed Complete,
INC1806087,2024-02-24 09:24:53,Software,POS: Product Browse,Closed Complete,
INC1806133,2024-02-24 10:25:05,Software,Skybot,Closed Complete,
INC1806174,2024-02-24 10:28:59,Software,POS: Alert Center,Closed Complete,
INC1806258,2024-02-24 11:25:22,Software,POS: Transaction Detail,Closed Complete,
INC1806186,2024-02-24 11:28:46,Software,POS: Payments,Closed Complete,
INC1806196,2024-02-24 11:59:55,Software,Amazon Web Services (AWS),Closed Complete,
INC1806224,2024-02-24 12:42:54,Software,Promise Time,Closed Complete,
INC1806267,2024-02-24 14:46:27,Software,POS: Alert Center,Closed Complete,
INC1806280,2024-02-24 15:37:09,Software,,Closed Complete,
INC1806467,2024-02-26 02:57:50,Software,Hybris 1.2,Closed Complete,
INC1806474,2024-02-26 03:40:02,Software,GK POS,Closed Complete,
INC1806475,2024-02-26 03:46:19,Software,GK POS,Closed Complete,
INC1806476,2024-02-26 03:49:02,Software,SAP Fiori,Closed Complete,
INC1806529,2024-02-26 06:02:13,Software,GK POS,Closed Complete,
INC1806587,2024-02-26 06:46:09,Information Security,SAP Fiori,Closed Complete,
INC1806594,2024-02-26 06:50:43,Software,Hybris 1.2,Closed Complete,
INC1806616,2024-02-26 07:08:04,Network,SAP OMS,Closed Complete,
INC1806622,2024-02-26 07:09:09,Software,SAP ECC PRD RTP,Closed Complete,
INC1806627,2024-02-26 07:10:33,Software,Hybris 1.2,Closed Complete,
INC1806628,2024-02-26 07:12:25,Software,SAP ECC PRD RTP,Closed Complete,
INC1806635,2024-02-26 07:17:30,Software,SAP ECC PRD RTP,Closed Complete,
INC1806637,2024-02-26 07:18:56,Software,Hybris 1.2,Closed Complete,
INC1806640,2024-02-26 07:20:49,Software,Hybris 1.2,Closed Complete,
INC1806645,2024-02-26 07:23:45,Software,SAP ECC PRD RTP,Closed Complete,
INC1806647,2024-02-26 07:25:28,Software,SAP ECC PRD RTP,Closed Complete,
INC1806648,2024-02-26 07:26:29,Software,SAP ECC PRD RTP,Closed Complete,
INC1806654,2024-02-26 07:29:08,Software,SAP ECC PRD RTP,Closed Complete,
INC1806660,2024-02-26 07:33:06,Software,SAP ECC PRD RTP,Closed Complete,
INC1806684,2024-02-26 07:49:25,Software,Missing Asset,Closed Complete,
INC1806716,2024-02-26 08:14:28,Software,SAP Fiori,Closed Complete,
INC1806748,2024-02-26 08:41:09,Software,MicroStrategy,Closed Complete,
INC1806834,2024-02-26 09:35:09,Software,POS: CVM,Closed Complete,
INC1806858,2024-02-26 09:56:12,Software,GK POS,Closed Complete,
INC1806876,2024-02-26 10:20:35,Software,SAP ECC,Closed Complete,
INC1806891,2024-02-26 10:25:00,Software,Meraki,Closed Complete,
INC1806899,2024-02-26 10:32:29,Hardware,Zebra ZD420 Invoice Printer ,Closed Complete,
INC1807105,2024-02-26 11:42:26,Software,GK POS,Closed Complete,
INC1807212,2024-02-26 12:41:28,Software,GK POS,Closed Complete,
INC1807188,2024-02-26 12:45:59,Software,Amazon Web Services (AWS),Closed Complete,
INC1807194,2024-02-26 12:48:15,Software,MVI (Miscellaneous Articles),Closed Complete,
INC1807237,2024-02-26 13:07:18,Software,SAP Hybris,Closed Complete,
INC1807241,2024-02-26 13:24:18,Software,GK POS,Closed Complete,
INC1807342,2024-02-26 14:12:12,Software,POS: Product Browse,Closed Complete,
INC1807314,2024-02-26 14:24:57,Software,,Closed Complete,
INC1807333,2024-02-26 14:52:28,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1807471,2024-02-26 15:08:38,Software,POS: Payments,Closed Complete,
INC1807426,2024-02-26 17:04:06,Software,GK POS,Closed Complete,
INC1807473,2024-02-26 18:31:46,Software,GK Launchpad,Closed Complete,
INC1807524,2024-02-27 05:18:59,Software,GK POS,Closed Complete,
INC1807525,2024-02-27 05:19:01,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1807526,2024-02-27 05:21:06,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1807528,2024-02-27 05:26:07,Software,GK POS,Closed Complete,
INC1807529,2024-02-27 05:28:30,Software,GK POS,Closed Complete,
INC1807530,2024-02-27 05:34:10,Software,GK POS,Closed Complete,
INC1807578,2024-02-27 06:41:07,Software,SAP ECC PRD RTP,Closed Complete,
INC1807584,2024-02-27 06:54:08,Network,SAP Fiori,Closed Complete,
INC1807589,2024-02-27 06:57:36,Software,Hybris 1.2,Closed Complete,
INC1807590,2024-02-27 07:02:41,Software,Hybris 1.2,Closed Complete,
INC1807594,2024-02-27 07:05:19,Software,Hybris 1.2,Closed Complete,
INC1807598,2024-02-27 07:07:27,Software,Hybris 1.2,Closed Complete,
INC1807603,2024-02-27 07:09:57,Software,Hybris 1.2,Closed Complete,
INC1807606,2024-02-27 07:11:24,Software,SAP ECC PRD RTP,Closed Complete,
INC1807608,2024-02-27 07:12:46,Software,Hybris 1.2,Closed Complete,
INC1807611,2024-02-27 07:16:11,Network,SAP Fiori,Closed Complete,
INC1807615,2024-02-27 07:19:04,Software,Hybris 1.2,Closed Complete,
INC1807623,2024-02-27 07:27:07,Network,Hybris 1.2,Closed Complete,
INC1807625,2024-02-27 07:27:10,Network,SAP Fiori,Closed Complete,
INC1807651,2024-02-27 07:44:37,Software,GK POS,Closed Complete,
INC1807658,2024-02-27 07:48:48,Software,POS: CVM,Closed Complete,
INC1807714,2024-02-27 08:29:02,Software,Hybris 1.2,Closed Complete,
INC1807812,2024-02-27 09:40:35,Software,Vision Payments,Closed Complete,PRB0015475
INC1807808,2024-02-27 09:58:14,Software,Amazon Web Services (AWS),Closed Complete,
INC1807834,2024-02-27 10:08:52,Software,Zebra ZD420 Invoice Printer ,Closed Complete,
INC1807901,2024-02-27 10:57:33,Software,POS: Product Browse,Closed Complete,
INC1807917,2024-02-27 11:04:09,Software,GK POS,Closed Complete,
INC1807927,2024-02-27 11:51:59,Software,,Closed Complete,
INC1807939,2024-02-27 12:11:18,Software,SAP Hybris,Closed Complete,
INC1807940,2024-02-27 12:13:18,Software,Hybris 1.2,Closed Complete,
INC1808037,2024-02-27 12:59:06,Information Security,GK POS,Closed Complete,
INC1808114,2024-02-27 14:38:58,Software,GK POS,Closed Complete,
INC1808113,2024-02-27 14:46:51,Software,Web External,Closed Complete,
INC1808124,2024-02-27 15:01:59,Software,/usr/sap/CAQ/ASCS42,Closed Complete,
INC1808185,2024-02-27 16:54:33,Software,EPIC WEB - Appointments,Closed Complete,
INC1808191,2024-02-27 17:25:04,Software,Hybris 1.2,Closed Complete,
INC1808199,2024-02-27 17:50:27,Software,SAP ECC PRD RTP,Closed Complete,
INC1808211,2024-02-27 18:42:45,Software,POS: CVM,Closed Complete,
INC1808227,2024-02-27 22:50:35,Software,VAR_01BPM,Closed Complete,
INC1808240,2024-02-28 02:00:52,Software,Hybris 1.2,Closed Complete,
INC1808241,2024-02-28 02:05:46,Software,Hybris 1.2,Closed Complete,
INC1808242,2024-02-28 02:11:10,Network,SAP Fiori,Closed Complete,
INC1808243,2024-02-28 02:19:23,Software,SAP Fiori,Closed Complete,
INC1808244,2024-02-28 02:23:31,Software,Hybris 1.2,Closed Complete,
INC1808245,2024-02-28 02:25:13,Network,SAP Fiori,Closed Complete,
INC1808247,2024-02-28 02:37:05,Software,SAP ECC PRD RTP,Closed Complete,
INC1808248,2024-02-28 02:38:53,Network,SAP Fiori,Closed Complete,
INC1808249,2024-02-28 02:44:25,Network,SAP Fiori,Closed Complete,
INC1808275,2024-02-28 05:34:52,Network,SAP Fiori,Closed Complete,
INC1808278,2024-02-28 05:36:22,Software,GK POS,Closed Complete,
INC1808279,2024-02-28 05:40:08,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1808281,2024-02-28 05:42:45,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1808284,2024-02-28 05:44:02,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1808285,2024-02-28 05:47:12,Software,EDI 947 Warehouse Inventory Adjustment,Closed Complete,
INC1808286,2024-02-28 05:49:33,Software,GK POS,Closed Complete,
INC1808287,2024-02-28 05:52:21,Software,SAP OMS,Closed Complete,
INC1808289,2024-02-28 05:58:13,Software,GK POS,Closed Complete,
INC1808291,2024-02-28 06:00:26,Software,GK POS,Closed Complete,
INC1808354,2024-02-28 07:21:06,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1808377,2024-02-28 07:50:37,Software, Invoice Printer,Closed Complete,
INC1808520,2024-02-28 09:39:34,Software,GK POS,Closed Complete,
INC1808534,2024-02-28 10:02:36,Software,GK POS,Closed Complete,
INC1808640,2024-02-28 11:59:04,Software,GK POS,Closed Complete,
INC1808617,2024-02-28 12:02:33,Software,Hybris 1.2,Closed Complete,
INC1808641,2024-02-28 12:11:30,Software,GK POS,Closed Complete,
INC1808642,2024-02-28 12:14:10,Software,GK POS,Closed Complete,
INC1808646,2024-02-28 12:34:12,Software,GK POS,Closed Complete,
INC1808679,2024-02-28 13:14:22,Software,vision,Closed Complete,
INC1808726,2024-02-28 13:42:53,Software,GK POS,Closed Complete,
INC1808729,2024-02-28 13:54:50,Software,Synchrony (CarCareONE),Closed Complete,
INC1808716,2024-02-28 13:57:39,Software,Amazon Web Services (AWS),Closed Complete,
INC1808736,2024-02-28 14:26:27,Software,GK POS,Closed Complete,
INC1808739,2024-02-28 14:32:27,Software,GK POS,Closed Complete,
INC1808805,2024-02-28 16:04:46,Software,GK POS,Closed Complete,
INC1808808,2024-02-28 16:13:39,Software,SAP ECC PRD RTP,Closed Complete,
INC1808809,2024-02-28 16:15:06,Software,Hybris 1.2,Closed Complete,
INC1808832,2024-02-28 16:54:22,Software,GK POS,Closed Complete,
INC1808835,2024-02-28 16:58:35,Software,POS: Payments,Closed Complete,
INC1808840,2024-02-28 17:06:46,Software,GK POS,Closed Complete,
INC1808851,2024-02-28 17:41:44,Software,GK Launchpad,Closed Complete,
INC1808873,2024-02-28 17:55:15,Software,GK Launchpad,Closed Complete,
INC1808869,2024-02-28 18:14:10,Software,GK Launchpad,Closed Complete,
INC1808874,2024-02-28 18:15:48,Software,GK Launchpad,Closed Complete,
INC1808875,2024-02-28 18:22:42,Software,GK POS,Closed Complete,
INC1808896,2024-02-28 21:30:50,Software,SAP Fiori,Closed Complete,
INC1808900,2024-02-28 22:14:05,Software,SAP ABAP,Closed Complete,
INC1808954,2024-02-29 05:49:57,Software,Hybris 1.2,Closed Complete,
INC1808957,2024-02-29 05:52:46,Network,SAP Fiori,Closed Complete,
